prod_name,collection,supplier,brand,color,pattern,category,cat_name,link,image
WA7819,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,GREY,WHITE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WA7819.jpg
ER8126,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,WHITE,GREY,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/ER8126.jpg
WP2479,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,WHITE,BLUE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2479.jpg
ER8228,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,WHITE,BLUE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/ER8228.jpg
ER8212,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,BLUE,NA,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/ER8212.jpg
WP2516,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,BLUE,WHITE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2516.jpg
WP2500,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,BLUE,WHITE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2500.jpg
WP2411,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,BLUE,WHITE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2411.jpg
WP2404,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,WHITE,BLUE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2404.jpg
WP2513,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,GREY,WHITE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2513.jpg
WP2454,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,BLUE,WHITE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2454.jpg
WP2419,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,WHITE,BLUE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2419.jpg
ER8243,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,BLUE,NA,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/ER8243.jpg
WP2478,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,BLUE,WHITE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2478.jpg
ER8186,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,WHITE,GREEN,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/ER8186.jpg
WA7818,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,WHITE,NA,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WA7818.jpg
WP2459,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,WHITE,BLUE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2459.jpg
WA7824,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,BLUE,WHITE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WA7824.jpg
